Trienio,Semestre,Chamada,Curso_Limpo,Campus,Turno,Sistema_ID,Sistema_Nome,Min,Max,Media,N
2021-2023,1°,1ª,CIÊNCIAS SOCIAIS - ANTROPOLOGIA / SOCIOLOGIA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,5,EP / Baixa Renda / Não-PPI,-49.914,-5.054,-21.812,6
2021-2023,1°,1ª,CIÊNCIAS SOCIAIS - ANTROPOLOGIA / SOCIOLOGIA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,7,EP / Alta Renda / PPI,-57.603,10.11,-29.288,3
2021-2023,1°,1ª,CIÊNCIAS SOCIAIS - ANTROPOLOGIA / SOCIOLOGIA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,9,EP / Alta Renda / Não-PPI,-37.615,33.041,-14.128,10
2021-2023,1°,2ª,CIÊNCIAS SOCIAIS - ANTROPOLOGIA / SOCIOLOGIA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,1,Universal,-19.3,1.869,-6.073,14
2021-2023,1°,2ª,CIÊNCIAS SOCIAIS - ANTROPOLOGIA / SOCIOLOGIA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,9,EP / Alta Renda / Não-PPI,-73.908,-44.978,-55.349,3
2021-2023,1°,1ª,COMPUTAÇÃO (LICENCIATURA),DARCY RIBEIRO,NOTURNO,1,Universal,-26.5,71.725,16.501,18
2021-2023,1°,1ª,COMPUTAÇÃO (LICENCIATURA),DARCY RIBEIRO,NOTURNO,2,Cota para Negros,35.66,35.66,35.66,1
2021-2023,1°,1ª,COMPUTAÇÃO (LICENCIATURA),DARCY RIBEIRO,NOTURNO,3,EP / Baixa Renda / PPI,-5.522,-5.522,-5.522,1
2021-2023,1°,1ª,COMPUTAÇÃO (LICENCIATURA),DARCY RIBEIRO,NOTURNO,9,EP / Alta Renda / Não-PPI,-50.802,-11.64,-31.221,2
2021-2023,1°,1ª,COMPUTAÇÃO (LICENCIATURA),DARCY RIBEIRO,NOTURNO,10,EP / Alta Renda / Não-PPI / PCD,18.874,18.874,18.874,1
2021-2023,1°,2ª,COMPUTAÇÃO (LICENCIATURA),DARCY RIBEIRO,NOTURNO,1,Universal,-42.998,-32.86,-38.805,4
2021-2023,1°,1ª,COMUNICAÇÃO ORGANIZACIONAL (BACHARELADO),DARCY RIBEIRO,NOTURNO,1,Universal,-28.122,57.848,3.862,17
2021-2023,1°,1ª,COMUNICAÇÃO ORGANIZACIONAL (BACHARELADO),DARCY RIBEIRO,NOTURNO,2,Cota para Negros,-9.15,-9.15,-9.15,1
2021-2023,1°,1ª,COMUNICAÇÃO ORGANIZACIONAL (BACHARELADO),DARCY RIBEIRO,NOTURNO,9,EP / Alta Renda / Não-PPI,-56.789,-56.789,-56.789,1
2021-2023,1°,2ª,COMUNICAÇÃO ORGANIZACIONAL (BACHARELADO),DARCY RIBEIRO,NOTURNO,1,Universal,-77.466,-36.857,-61.946,3
2021-2023,1°,1ª,COMUNICAÇÃO SOCIAL - AUDIOVISUAL (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Universal,64.129,103.109,77.719,4
2021-2023,1°,1ª,COMUNICAÇÃO SOCIAL - AUDIOVISUAL (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,3.32,3.32,3.32,1
2021-2023,1°,1ª,COMUNICAÇÃO SOCIAL - AUDIOVISUAL (BACHARELADO),DARCY RIBEIRO,DIURNO,5,EP / Baixa Renda / Não-PPI,-34.127,-10.753,-22.44,2
2021-2023,1°,1ª,COMUNICAÇÃO SOCIAL - AUDIOVISUAL (BACHARELADO),DARCY RIBEIRO,DIURNO,8,EP / Alta Renda / PPI / PCD,-6.39,-6.39,-6.39,1
2021-2023,1°,1ª,COMUNICAÇÃO SOCIAL - AUDIOVISUAL (BACHARELADO),DARCY RIBEIRO,DIURNO,9,EP / Alta Renda / Não-PPI,-15.585,74.452,26.544,3
2021-2023,1°,2ª,COMUNICAÇÃO SOCIAL - AUDIOVISUAL (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Universal,56.245,60.199,58.222,2
2021-2023,1°,2ª,COMUNICAÇÃO SOCIAL - AUDIOVISUAL (BACHARELADO),DARCY RIBEIRO,DIURNO,9,EP / Alta Renda / Não-PPI,-21.869,-16.162,-19.016,2
2021-2023,1°,1ª,COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Universal,69.286,107.697,82.709,8
2021-2023,1°,1ª,COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,61.424,66.561,63.993,2
2021-2023,1°,1ª,COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA (BACHARELADO),DARCY RIBEIRO,DIURNO,3,EP / Baixa Renda / PPI,-11.438,1.203,-5.504,4
2021-2023,1°,1ª,COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA (BACHARELADO),DARCY RIBEIRO,DIURNO,5,EP / Baixa Renda / Não-PPI,-3.349,28.907,12.779,2
2021-2023,1°,1ª,COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA (BACHARELADO),DARCY RIBEIRO,DIURNO,7,EP / Alta Renda / PPI,-74.578,-24.481,-44.133,3
2021-2023,1°,1ª,COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA (BACHARELADO),DARCY RIBEIRO,DIURNO,9,EP / Alta Renda / Não-PPI,22.817,31.547,27.182,2
2021-2023,1°,2ª,COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Universal,57.384,67.927,63.168,3
2021-2023,1°,2ª,COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA (BACHARELADO),DARCY RIBEIRO,DIURNO,5,EP / Baixa Renda / Não-PPI,-12.799,-12.799,-12.799,1
2021-2023,1°,2ª,COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA (BACHARELADO),DARCY RIBEIRO,DIURNO,7,EP / Alta Renda / PPI,-48.719,-48.719,-48.719,1
2021-2023,1°,2ª,COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA (BACHARELADO),DARCY RIBEIRO,DIURNO,9,EP / Alta Renda / Não-PPI,14.415,14.415,14.415,1
2021-2023,1°,1ª,DIREITO (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Universal,120.424,173.239,145.136,15
2021-2023,1°,1ª,DIREITO (BACHARELADO),DARCY RIBEIRO,NOTURNO,1,Universal,101.522,131.453,115.029,13
2021-2023,1°,1ª,DIREITO (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,71.16,85.356,78.258,2
2021-2023,1°,1ª,DIREITO (BACHARELADO),DARCY RIBEIRO,NOTURNO,2,Cota para Negros,66.815,97.6,82.208,2
2021-2023,1°,1ª,DIREITO (BACHARELADO),DARCY RIBEIRO,DIURNO,3,EP / Baixa Renda / PPI,19.392,69.167,36.974,5
2021-2023,1°,1ª,DIREITO (BACHARELADO),DARCY RIBEIRO,NOTURNO,3,EP / Baixa Renda / PPI,-5.484,1.005,-2.238,5
2021-2023,1°,1ª,DIREITO (BACHARELADO),DARCY RIBEIRO,DIURNO,5,EP / Baixa Renda / Não-PPI,28.509,56.079,43.059,3
2021-2023,1°,1ª,DIREITO (BACHARELADO),DARCY RIBEIRO,NOTURNO,5,EP / Baixa Renda / Não-PPI,26.665,96.173,50.842,3
2021-2023,1°,1ª,DIREITO (BACHARELADO),DARCY RIBEIRO,DIURNO,7,EP / Alta Renda / PPI,31.732,114.506,68.482,4
2021-2023,1°,1ª,DIREITO (BACHARELADO),DARCY RIBEIRO,NOTURNO,7,EP / Alta Renda / PPI,-10.725,9.184,-4.695,4
2021-2023,1°,1ª,DIREITO (BACHARELADO),DARCY RIBEIRO,DIURNO,9,EP / Alta Renda / Não-PPI,100.598,133.701,120.423,3
2021-2023,1°,1ª,DIREITO (BACHARELADO),DARCY RIBEIRO,NOTURNO,9,EP / Alta Renda / Não-PPI,74.138,94.779,81.857,3
2021-2023,1°,2ª,DIREITO (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Universal,116.335,119.669,118.106,5
2021-2023,1°,2ª,DIREITO (BACHARELADO),DARCY RIBEIRO,NOTURNO,1,Universal,100.214,101.333,100.774,2
2021-2023,1°,2ª,DIREITO (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,45.094,45.094,45.094,1
2021-2023,1°,2ª,DIREITO (BACHARELADO),DARCY RIBEIRO,DIURNO,3,EP / Baixa Renda / PPI,0.182,19.293,9.737,2
2021-2023,1°,2ª,DIREITO (BACHARELADO),DARCY RIBEIRO,NOTURNO,3,EP / Baixa Renda / PPI,-77.318,-45.465,-61.392,2
2021-2023,1°,2ª,DIREITO (BACHARELADO),DARCY RIBEIRO,DIURNO,5,EP / Baixa Renda / Não-PPI,26.367,26.367,26.367,1
2021-2023,1°,2ª,DIREITO (BACHARELADO),DARCY RIBEIRO,DIURNO,7,EP / Alta Renda / PPI,-2.976,-2.976,-2.976,1
2021-2023,1°,2ª,DIREITO (BACHARELADO),DARCY RIBEIRO,NOTURNO,7,EP / Alta Renda / PPI,-46.067,-46.067,-46.067,1
2021-2023,1°,2ª,DIREITO (BACHARELADO),DARCY RIBEIRO,DIURNO,9,EP / Alta Renda / Não-PPI,82.713,82.713,82.713,1
2021-2023,1°,2ª,DIREITO (BACHARELADO),DARCY RIBEIRO,NOTURNO,9,EP / Alta Renda / Não-PPI,60.754,60.754,60.754,1
2021-2023,1°,1ª,EDUCAÇÃO FÍSICA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Universal,15.802,78.06,37.344,10
2021-2023,1°,1ª,EDUCAÇÃO FÍSICA (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,32.152,32.152,32.152,1
2021-2023,1°,1ª,EDUCAÇÃO FÍSICA (BACHARELADO),DARCY RIBEIRO,DIURNO,3,EP / Baixa Renda / PPI,-62.949,11.211,-25.308,3
2021-2023,1°,1ª,EDUCAÇÃO FÍSICA (BACHARELADO),DARCY RIBEIRO,DIURNO,5,EP / Baixa Renda / Não-PPI,-32.422,31.837,-9.883,3
2021-2023,1°,1ª,EDUCAÇÃO FÍSICA (BACHARELADO),DARCY RIBEIRO,DIURNO,7,EP / Alta Renda / PPI,-24.98,-3.544,-15.462,4
2021-2023,1°,1ª,EDUCAÇÃO FÍSICA (BACHARELADO),DARCY RIBEIRO,DIURNO,9,EP / Alta Renda / Não-PPI,9.385,12.097,10.741,2
2021-2023,1°,2ª,EDUCAÇÃO FÍSICA (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Universal,15.322,15.792,15.557,2
2021-2023,1°,2ª,EDUCAÇÃO FÍSICA (BACHARELADO),DARCY RIBEIRO,DIURNO,5,EP / Baixa Renda / Não-PPI,-38.632,-37.177,-37.904,2
2021-2023,1°,2ª,EDUCAÇÃO FÍSICA (BACHARELADO),DARCY RIBEIRO,DIURNO,7,EP / Alta Renda / PPI,-89.152,-89.152,-89.152,1
2021-2023,1°,1ª,EDUCAÇÃO FÍSICA (LICENCIATURA),DARCY RIBEIRO,DIURNO,1,Universal,-13.216,39.102,7.44,11
2021-2023,1°,1ª,EDUCAÇÃO FÍSICA (LICENCIATURA),DARCY RIBEIRO,DIURNO,2,Cota para Negros,20.087,20.087,20.087,1
2021-2023,1°,1ª,EDUCAÇÃO FÍSICA (LICENCIATURA),DARCY RIBEIRO,DIURNO,3,EP / Baixa Renda / PPI,-52.013,-35.663,-43.838,2
2021-2023,1°,1ª,EDUCAÇÃO FÍSICA (LICENCIATURA),DARCY RIBEIRO,DIURNO,5,EP / Baixa Renda / Não-PPI,-50.604,-24.864,-37.275,3
2021-2023,1°,1ª,EDUCAÇÃO FÍSICA (LICENCIATURA),DARCY RIBEIRO,DIURNO,7,EP / Alta Renda / PPI,-72.467,-34.575,-51.589,4
2021-2023,1°,1ª,EDUCAÇÃO FÍSICA (LICENCIATURA),DARCY RIBEIRO,DIURNO,9,EP / Alta Renda / Não-PPI,-16.337,-15.772,-16.054,2
2021-2023,1°,2ª,EDUCAÇÃO FÍSICA (LICENCIATURA),DARCY RIBEIRO,DIURNO,1,Universal,-23.616,-13.376,-19.242,4
2021-2023,1°,2ª,EDUCAÇÃO FÍSICA (LICENCIATURA),DARCY RIBEIRO,DIURNO,2,Cota para Negros,-15.549,-15.549,-15.549,1
2021-2023,1°,2ª,EDUCAÇÃO FÍSICA (LICENCIATURA),DARCY RIBEIRO,DIURNO,5,EP / Baixa Renda / Não-PPI,-76.704,-76.704,-76.704,1
2021-2023,1°,2ª,EDUCAÇÃO FÍSICA (LICENCIATURA),DARCY RIBEIRO,DIURNO,7,EP / Alta Renda / PPI,-79.214,-79.214,-79.214,1
2021-2023,1°,2ª,EDUCAÇÃO FÍSICA (LICENCIATURA),DARCY RIBEIRO,DIURNO,9,EP / Alta Renda / Não-PPI,-24.115,-22.225,-23.17,2
2021-2023,1°,1ª,ENFERMAGEM (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Universal,59.656,128.899,82.107,9
2021-2023,1°,1ª,ENFERMAGEM (BACHARELADO),CEILÂNDIA,DIURNO,1,Universal,40.205,65.958,48.609,11
2021-2023,1°,1ª,ENFERMAGEM (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,11.027,11.027,11.027,1
2021-2023,1°,1ª,ENFERMAGEM (BACHARELADO),CEILÂNDIA,DIURNO,2,Cota para Negros,2.879,2.879,2.879,1
2021-2023,1°,1ª,ENFERMAGEM (BACHARELADO),DARCY RIBEIRO,DIURNO,3,EP / Baixa Renda / PPI,-7.654,20.717,3.371,3
2021-2023,1°,1ª,ENFERMAGEM (BACHARELADO),CEILÂNDIA,DIURNO,3,EP / Baixa Renda / PPI,-35.67,-13.949,-22.067,3
2021-2023,1°,1ª,ENFERMAGEM (BACHARELADO),DARCY RIBEIRO,DIURNO,5,EP / Baixa Renda / Não-PPI,6.742,13.82,10.281,2
2021-2023,1°,1ª,ENFERMAGEM (BACHARELADO),CEILÂNDIA,DIURNO,5,EP / Baixa Renda / Não-PPI,4.774,52.752,34.478,3
2021-2023,1°,1ª,ENFERMAGEM (BACHARELADO),DARCY RIBEIRO,DIURNO,7,EP / Alta Renda / PPI,-19.606,42.63,11.942,3
2021-2023,1°,1ª,ENFERMAGEM (BACHARELADO),CEILÂNDIA,DIURNO,7,EP / Alta Renda / PPI,-66.432,-42.493,-54.463,2
2021-2023,1°,1ª,ENFERMAGEM (BACHARELADO),DARCY RIBEIRO,DIURNO,9,EP / Alta Renda / Não-PPI,5.924,41.75,23.837,2
2021-2023,1°,1ª,ENFERMAGEM (BACHARELADO),CEILÂNDIA,DIURNO,9,EP / Alta Renda / Não-PPI,19.111,35.365,23.705,4
2021-2023,1°,2ª,ENFERMAGEM (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Universal,46.302,59.158,52.898,6
2021-2023,1°,2ª,ENFERMAGEM (BACHARELADO),CEILÂNDIA,DIURNO,1,Universal,36.848,36.848,36.848,1
2021-2023,1°,2ª,ENFERMAGEM (BACHARELADO),CEILÂNDIA,DIURNO,5,EP / Baixa Renda / Não-PPI,1.143,1.143,1.143,1
2021-2023,1°,2ª,ENFERMAGEM (BACHARELADO),DARCY RIBEIRO,DIURNO,7,EP / Alta Renda / PPI,-20.283,-20.283,-20.283,1
2021-2023,1°,2ª,ENFERMAGEM (BACHARELADO),DARCY RIBEIRO,DIURNO,9,EP / Alta Renda / Não-PPI,4.031,4.031,4.031,1
2021-2023,1°,2ª,ENFERMAGEM (BACHARELADO),CEILÂNDIA,DIURNO,9,EP / Alta Renda / Não-PPI,-10.225,7.638,-1.293,2
2021-2023,1°,1ª,ENGENHARIA AMBIENTAL (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Universal,22.496,67.115,40.008,13
2021-2023,1°,1ª,ENGENHARIA AMBIENTAL (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,70.353,70.353,70.353,1
2021-2023,1°,1ª,ENGENHARIA AMBIENTAL (BACHARELADO),DARCY RIBEIRO,DIURNO,5,EP / Baixa Renda / Não-PPI,-53.536,-53.536,-53.536,1
2021-2023,1°,1ª,ENGENHARIA AMBIENTAL (BACHARELADO),DARCY RIBEIRO,DIURNO,7,EP / Alta Renda / PPI,110.263,110.263,110.263,1
2021-2023,1°,1ª,ENGENHARIA AMBIENTAL (BACHARELADO),DARCY RIBEIRO,DIURNO,9,EP / Alta Renda / Não-PPI,-2.839,12.011,4.586,2
2021-2023,1°,2ª,ENGENHARIA AMBIENTAL (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Universal,-20.516,16.71,-1.639,8
2021-2023,1°,2ª,ENGENHARIA AMBIENTAL (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,-13.268,-13.268,-13.268,1
2021-2023,1°,1ª,ENGENHARIA CIVIL (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Universal,66.769,120.301,81.052,9
2021-2023,1°,1ª,ENGENHARIA CIVIL (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,39.079,39.079,39.079,1
2021-2023,1°,1ª,ENGENHARIA CIVIL (BACHARELADO),DARCY RIBEIRO,DIURNO,3,EP / Baixa Renda / PPI,-33.289,-33.289,-33.289,1
2021-2023,1°,1ª,ENGENHARIA CIVIL (BACHARELADO),DARCY RIBEIRO,DIURNO,5,EP / Baixa Renda / Não-PPI,-19.162,28.158,1.493,3
2021-2023,1°,1ª,ENGENHARIA CIVIL (BACHARELADO),DARCY RIBEIRO,DIURNO,9,EP / Alta Renda / Não-PPI,-29.887,76.766,-0.281,5
2021-2023,1°,2ª,ENGENHARIA CIVIL (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Universal,56.995,65.463,61.278,6
2021-2023,1°,2ª,ENGENHARIA CIVIL (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,7.676,7.676,7.676,1
2021-2023,1°,2ª,ENGENHARIA CIVIL (BACHARELADO),DARCY RIBEIRO,DIURNO,9,EP / Alta Renda / Não-PPI,-51.519,-41.881,-46.782,4
2021-2023,1°,1ª,ENGENHARIA DE COMPUTAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Universal,120.445,156.459,129.858,9
2021-2023,1°,1ª,ENGENHARIA DE COMPUTAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,2,Cota para Negros,46.95,46.95,46.95,1
2021-2023,1°,1ª,ENGENHARIA DE COMPUTAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,3,EP / Baixa Renda / PPI,16.988,70.613,51.875,3
2021-2023,1°,1ª,ENGENHARIA DE COMPUTAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,5,EP / Baixa Renda / Não-PPI,29.216,40.403,34.81,2
2021-2023,1°,1ª,ENGENHARIA DE COMPUTAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,7,EP / Alta Renda / PPI,8.39,40.382,28.577,3
2021-2023,1°,1ª,ENGENHARIA DE COMPUTAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,9,EP / Alta Renda / Não-PPI,72.542,154.756,113.649,2
2021-2023,1°,2ª,ENGENHARIA DE COMPUTAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,1,Universal,112.925,115.943,114.581,3
2021-2023,1°,2ª,ENGENHARIA DE COMPUTAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,9,EP / Alta Renda / Não-PPI,70.603,70.603,70.603,1
2021-2023,1°,1ª,ENGENHARIA DE PRODUÇÃO (BACHARELADO),DARCY RIBEIRO,NOTURNO,1,Universal,-75.158,104.096,34.657,21
2021-2023,1°,1ª,ENGENHARIA DE PRODUÇÃO (BACHARELADO),DARCY RIBEIRO,NOTURNO,2,Cota para Negros,-13.4,-13.4,-13.4,1
