Trienio,Semestre,Curso_Limpo,Campus,Turno,Min,Max,Media,N
2022-2024,1°,ADMINISTRAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,29.413,89.957,47.197,13
2022-2024,1°,ADMINISTRAÇÃO (BACHARELADO),DARCY RIBEIRO,NOTURNO,-9.029,56.548,16.859,19
2022-2024,1°,ADMINISTRAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,17.176,26.585,20.747,5
2022-2024,1°,ADMINISTRAÇÃO (BACHARELADO),DARCY RIBEIRO,NOTURNO,-30.095,-9.758,-22.258,12
2022-2024,1°,ADMINISTRAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,14.062,16.925,15.571,3
2022-2024,1°,ADMINISTRAÇÃO (BACHARELADO),DARCY RIBEIRO,NOTURNO,-34.333,-30.386,-32.205,4
2022-2024,1°,ADMINISTRAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,12.821,13.536,13.098,3
2022-2024,1°,ADMINISTRAÇÃO (BACHARELADO),DARCY RIBEIRO,NOTURNO,-38.595,-35.643,-37.119,2
2022-2024,1°,AGRONOMIA (BACHARELADO),DARCY RIBEIRO,DIURNO,-3.556,111.678,22.775,24
2022-2024,1°,AGRONOMIA (BACHARELADO),DARCY RIBEIRO,DIURNO,-21.054,-3.913,-13.611,11
2022-2024,1°,AGRONOMIA (BACHARELADO),DARCY RIBEIRO,DIURNO,-42.089,-25.556,-35.364,7
2022-2024,1°,AGRONOMIA (BACHARELADO),DARCY RIBEIRO,DIURNO,-48.862,-45.927,-46.704,4
2022-2024,1°,ARQUITETURA E URBANISMO (BACHARELADO),DARCY RIBEIRO,DIURNO,89.171,125.153,102.014,10
2022-2024,1°,ARQUITETURA E URBANISMO (BACHARELADO),DARCY RIBEIRO,NOTURNO,36.005,80.178,50.976,6
2022-2024,1°,ARQUITETURA E URBANISMO (BACHARELADO),DARCY RIBEIRO,DIURNO,78.199,87.179,81.304,6
2022-2024,1°,ARQUITETURA E URBANISMO (BACHARELADO),DARCY RIBEIRO,NOTURNO,16.881,33.661,24.628,6
2022-2024,1°,ARQUITETURA E URBANISMO (BACHARELADO),DARCY RIBEIRO,DIURNO,78.199,78.199,78.199,1
2022-2024,1°,ARQUITETURA E URBANISMO (BACHARELADO),DARCY RIBEIRO,NOTURNO,16.573,16.573,16.573,1
2022-2024,1°,ARQUIVOLOGIA (BACHARELADO),DARCY RIBEIRO,NOTURNO,-51.975,-9.131,-34.818,9
2022-2024,1°,ARTES CÊNICAS - INTERPRETAÇÃO TEATRAL (BACHARELADO),DARCY RIBEIRO,DIURNO,49.055,70.599,61.104,3
2022-2024,1°,ARTES CÊNICAS - INTERPRETAÇÃO TEATRAL (BACHARELADO),DARCY RIBEIRO,DIURNO,47.418,47.418,47.418,1
2022-2024,1°,ARTES VISUAIS (BACHARELADO),DARCY RIBEIRO,DIURNO,15.194,74.696,31.751,7
2022-2024,1°,ARTES VISUAIS (BACHARELADO)*,DARCY RIBEIRO,DIURNO,12.612,12.638,12.625,2
2022-2024,1°,BIBLIOTECONOMIA (BACHARELADO),DARCY RIBEIRO,DIURNO,-51.958,33.575,-15.682,10
2022-2024,1°,BIOTECNOLOGIA (BACHARELADO),DARCY RIBEIRO,DIURNO,70.38,113.585,85.393,8
2022-2024,1°,BIOTECNOLOGIA (BACHARELADO),DARCY RIBEIRO,DIURNO,52.431,70.104,59.344,5
2022-2024,1°,BIOTECNOLOGIA (BACHARELADO),DARCY RIBEIRO,DIURNO,44.819,48.594,47.092,4
2022-2024,1°,BIOTECNOLOGIA (BACHARELADO),DARCY RIBEIRO,DIURNO,30.328,43.081,36.895,4
2022-2024,1°,CIÊNCIA DA COMPUTAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,138.67,151.587,141.524,9
2022-2024,1°,CIÊNCIA DA COMPUTAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,132.3,137.04,134.961,4
2022-2024,1°,CIÊNCIA DA COMPUTAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,128.153,130.954,129.553,2
2022-2024,1°,CIÊNCIA DA COMPUTAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,126.977,126.977,126.977,1
2022-2024,1°,CIÊNCIA POLÍTICA (BACHARELADO),DARCY RIBEIRO,DIURNO,39.67,85.436,58.071,11
2022-2024,1°,CIÊNCIA POLÍTICA (BACHARELADO),DARCY RIBEIRO,DIURNO,31.105,37.706,33.806,6
2022-2024,1°,CIÊNCIA POLÍTICA (BACHARELADO),DARCY RIBEIRO,DIURNO,29.386,31.067,29.976,3
2022-2024,1°,CIÊNCIA POLÍTICA (BACHARELADO),DARCY RIBEIRO,DIURNO,28.82,29.352,29.086,2
2022-2024,1°,CIÊNCIAS AMBIENTAIS (BACHARELADO),DARCY RIBEIRO,NOTURNO,-71.972,60.887,-6.211,8
2022-2024,1°,CIÊNCIAS BIOLÓGICAS (BACHARELADO),DARCY RIBEIRO,DIURNO,65.166,109.221,77.763,8
2022-2024,1°,CIÊNCIAS BIOLÓGICAS (BACHARELADO),DARCY RIBEIRO,DIURNO,57.494,63.496,61.05,4
2022-2024,1°,CIÊNCIAS CONTÁBEIS (BACHARELADO),DARCY RIBEIRO,DIURNO,15.826,119.586,40.533,15
2022-2024,1°,CIÊNCIAS CONTÁBEIS (BACHARELADO),DARCY RIBEIRO,NOTURNO,-56.592,59.856,-2.092,21
2022-2024,1°,CIÊNCIAS CONTÁBEIS (BACHARELADO),DARCY RIBEIRO,DIURNO,2.008,12.204,7.156,7
2022-2024,1°,CIÊNCIAS CONTÁBEIS (BACHARELADO),DARCY RIBEIRO,NOTURNO,-71.269,-57.171,-63.296,3
2022-2024,1°,CIÊNCIAS CONTÁBEIS (BACHARELADO),DARCY RIBEIRO,DIURNO,-2.483,0.891,-0.514,3
2022-2024,1°,CIÊNCIAS CONTÁBEIS (BACHARELADO),DARCY RIBEIRO,DIURNO,-8.459,-8.459,-8.459,1
2022-2024,1°,CIÊNCIAS ECONÔMICAS (BACHARELADO),DARCY RIBEIRO,DIURNO,-11.904,145.766,49.723,50
2022-2024,1°,CIÊNCIAS ECONÔMICAS (BACHARELADO),DARCY RIBEIRO,DIURNO,-19.076,81.635,41.186,11
2022-2024,1°,CIÊNCIAS ECONÔMICAS (BACHARELADO),DARCY RIBEIRO,DIURNO,-56.302,59.587,-33.071,11
2022-2024,1°,CIÊNCIAS ECONÔMICAS (BACHARELADO),DARCY RIBEIRO,DIURNO,-71.399,-58.728,-64.493,3
2022-2024,1°,CIÊNCIAS NATURAIS (LICENCIATURA),PLANALTINA,DIURNO,-85.326,34.196,-28.214,11
2022-2024,1°,COMPUTAÇÃO (LICENCIATURA),DARCY RIBEIRO,NOTURNO,-20.196,41.108,4.887,13
2022-2024,1°,COMPUTAÇÃO (LICENCIATURA),DARCY RIBEIRO,NOTURNO,-29.71,-20.717,-25.3,5
2022-2024,1°,COMPUTAÇÃO (LICENCIATURA),DARCY RIBEIRO,NOTURNO,-35.693,-30.183,-32.039,4
2022-2024,1°,COMPUTAÇÃO (LICENCIATURA),DARCY RIBEIRO,NOTURNO,-38.084,-36.497,-37.29,2
2022-2024,1°,COMUNICAÇÃO ORGANIZACIONAL (BACHARELADO),DARCY RIBEIRO,NOTURNO,-8.091,61.044,23.784,16
2022-2024,1°,COMUNICAÇÃO ORGANIZACIONAL (BACHARELADO),DARCY RIBEIRO,NOTURNO,-17.417,-8.847,-13.957,3
2022-2024,1°,DIREITO (BACHARELADO),DARCY RIBEIRO,DIURNO,138.641,196.085,153.335,13
2022-2024,1°,DIREITO (BACHARELADO),DARCY RIBEIRO,NOTURNO,89.964,153.724,106.545,12
2022-2024,1°,DIREITO (BACHARELADO),DARCY RIBEIRO,DIURNO,96.113,131.935,120.486,10
2022-2024,1°,DIREITO (BACHARELADO),DARCY RIBEIRO,NOTURNO,0.0,146.572,81.763,5
2022-2024,1°,DIREITO (BACHARELADO),DARCY RIBEIRO,DIURNO,120.15,120.15,120.15,1
2022-2024,1°,DIREITO (BACHARELADO),DARCY RIBEIRO,NOTURNO,84.629,85.527,85.078,2
2022-2024,1°,DIREITO (BACHARELADO),DARCY RIBEIRO,NOTURNO,84.527,84.527,84.527,1
2022-2024,1°,EDUCAÇÃO FÍSICA CICLO BÁSICO (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,-3.61,59.683,15.091,21
2022-2024,1°,EDUCAÇÃO FÍSICA CICLO BÁSICO (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,-7.644,-3.767,-5.047,6
2022-2024,1°,EDUCAÇÃO FÍSICA CICLO BÁSICO (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,-10.312,-10.312,-10.312,1
2022-2024,1°,EDUCAÇÃO FÍSICA CICLO BÁSICO (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,-13.455,-13.455,-13.455,1
2022-2024,1°,ENFERMAGEM (BACHARELADO),DARCY RIBEIRO,DIURNO,50.713,100.035,66.967,9
2022-2024,1°,ENFERMAGEM (BACHARELADO),CEILÂNDIA,DIURNO,32.503,70.595,47.636,12
2022-2024,1°,ENFERMAGEM (BACHARELADO),DARCY RIBEIRO,DIURNO,44.644,47.904,45.958,3
2022-2024,1°,ENFERMAGEM (BACHARELADO),CEILÂNDIA,DIURNO,16.702,33.656,21.74,7
2022-2024,1°,ENFERMAGEM (BACHARELADO),DARCY RIBEIRO,DIURNO,37.105,37.953,37.529,2
2022-2024,1°,ENFERMAGEM (BACHARELADO),CEILÂNDIA,DIURNO,11.21,14.001,12.634,4
2022-2024,1°,ENFERMAGEM (BACHARELADO),DARCY RIBEIRO,DIURNO,35.644,35.644,35.644,1
2022-2024,1°,ENFERMAGEM (BACHARELADO),CEILÂNDIA,DIURNO,10.069,10.739,10.422,3
2022-2024,1°,ENGENHARIA AMBIENTAL (BACHARELADO),DARCY RIBEIRO,DIURNO,-26.034,74.607,22.54,14
2022-2024,1°,ENGENHARIA AMBIENTAL (BACHARELADO),DARCY RIBEIRO,DIURNO,-59.99,-31.057,-45.318,3
2022-2024,1°,ENGENHARIA CIVIL (BACHARELADO),DARCY RIBEIRO,DIURNO,87.582,133.403,105.237,9
2022-2024,1°,ENGENHARIA CIVIL (BACHARELADO),DARCY RIBEIRO,DIURNO,72.16,87.389,81.479,5
2022-2024,1°,ENGENHARIA CIVIL (BACHARELADO),DARCY RIBEIRO,DIURNO,64.206,64.206,64.206,1
2022-2024,1°,ENGENHARIA DE COMPUTAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,119.931,148.865,131.29,9
2022-2024,1°,ENGENHARIA DE COMPUTAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,117.303,117.303,117.303,1
2022-2024,1°,ENGENHARIA DE PRODUÇÃO (BACHARELADO),DARCY RIBEIRO,NOTURNO,56.781,141.026,82.505,17
2022-2024,1°,ENGENHARIA DE PRODUÇÃO (BACHARELADO),DARCY RIBEIRO,NOTURNO,29.562,55.162,42.408,12
2022-2024,1°,ENGENHARIA DE PRODUÇÃO (BACHARELADO),DARCY RIBEIRO,NOTURNO,21.687,27.258,24.472,2
2022-2024,1°,ENGENHARIA DE PRODUÇÃO (BACHARELADO),DARCY RIBEIRO,NOTURNO,20.292,20.292,20.292,1
2022-2024,1°,ENGENHARIA DE REDES DE COMUNICAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,28.074,78.371,49.953,15
2022-2024,1°,ENGENHARIA DE REDES DE COMUNICAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,20.145,26.234,23.079,4
2022-2024,1°,ENGENHARIA DE REDES DE COMUNICAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,15.045,20.074,17.56,2
2022-2024,1°,ENGENHARIA DE REDES DE COMUNICAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,5.876,5.876,5.876,1
2022-2024,1°,ENGENHARIA ELÉTRICA (BACHARELADO),DARCY RIBEIRO,DIURNO,70.352,199.246,103.837,14
2022-2024,1°,ENGENHARIA ELÉTRICA (BACHARELADO),DARCY RIBEIRO,DIURNO,51.232,68.545,59.258,4
2022-2024,1°,ENGENHARIA ELÉTRICA (BACHARELADO),DARCY RIBEIRO,DIURNO,22.577,50.417,37.133,5
2022-2024,1°,ENGENHARIA ELÉTRICA (BACHARELADO),DARCY RIBEIRO,DIURNO,9.882,16.58,13.231,2
2022-2024,1°,ENGENHARIA FLORESTAL (BACHARELADO),DARCY RIBEIRO,DIURNO,-75.402,37.86,-18.15,17
2022-2024,1°,ENGENHARIA MECÂNICA (BACHARELADO),DARCY RIBEIRO,DIURNO,65.792,152.292,98.382,22
2022-2024,1°,ENGENHARIA MECÂNICA (BACHARELADO),DARCY RIBEIRO,DIURNO,38.131,69.926,56.854,15
2022-2024,1°,ENGENHARIA MECÂNICA (BACHARELADO),DARCY RIBEIRO,DIURNO,31.885,51.314,40.926,8
2022-2024,1°,ENGENHARIA MECÂNICA (BACHARELADO),DARCY RIBEIRO,DIURNO,29.195,38.467,33.831,2
2022-2024,1°,ENGENHARIA QUÍMICA (BACHARELADO),DARCY RIBEIRO,DIURNO,40.266,132.643,76.92,13
2022-2024,1°,ENGENHARIA QUÍMICA (BACHARELADO),DARCY RIBEIRO,DIURNO,31.987,58.748,45.275,6
2022-2024,1°,ENGENHARIA QUÍMICA (BACHARELADO),DARCY RIBEIRO,DIURNO,14.45,30.643,20.581,8
2022-2024,1°,ENGENHARIA QUÍMICA (BACHARELADO),DARCY RIBEIRO,DIURNO,-2.839,10.721,3.427,4
2022-2024,1°,ENGENHARIAS (BACHARELADOS),GAMA,DIURNO,63.568,126.005,86.63,64
2022-2024,1°,ENGENHARIAS (BACHARELADOS),GAMA,DIURNO,54.953,63.481,58.895,25
2022-2024,1°,ENGENHARIAS (BACHARELADOS),GAMA,DIURNO,0.0,54.887,48.816,11
2022-2024,1°,ENGENHARIAS (BACHARELADOS),GAMA,DIURNO,51.901,52.209,52.039,5
2022-2024,1°,ESTATÍSTICA (BACHARELADO),DARCY RIBEIRO,DIURNO,24.246,102.218,69.04,18
2022-2024,1°,ESTATÍSTICA (BACHARELADO),DARCY RIBEIRO,DIURNO,5.986,22.686,16.415,7
2022-2024,1°,ESTATÍSTICA (BACHARELADO),DARCY RIBEIRO,DIURNO,5.611,5.611,5.611,1
2022-2024,1°,FARMÁCIA (BACHARELADO),DARCY RIBEIRO,DIURNO,80.371,108.318,87.546,9
2022-2024,1°,FARMÁCIA (BACHARELADO),DARCY RIBEIRO,NOTURNO,-1.209,26.779,17.087,6
2022-2024,1°,FARMÁCIA (BACHARELADO),CEILÂNDIA,DIURNO,16.778,40.856,27.503,11
2022-2024,1°,FARMÁCIA (BACHARELADO),DARCY RIBEIRO,DIURNO,75.983,79.586,78.247,3
2022-2024,1°,FARMÁCIA (BACHARELADO),DARCY RIBEIRO,NOTURNO,-4.457,-4.457,-4.457,1
2022-2024,1°,FARMÁCIA (BACHARELADO),CEILÂNDIA,DIURNO,15.445,16.191,15.818,2
2022-2024,1°,FARMÁCIA (BACHARELADO),DARCY RIBEIRO,DIURNO,61.422,66.765,64.094,2
2022-2024,1°,FARMÁCIA (BACHARELADO),DARCY RIBEIRO,NOTURNO,-6.952,-6.952,-6.952,1
2022-2024,1°,FARMÁCIA (BACHARELADO),DARCY RIBEIRO,DIURNO,45.85,52.234,49.042,2
2022-2024,1°,FILOSOFIA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,-44.994,42.937,-6.465,13
2022-2024,1°,FILOSOFIA (LICENCIATURA),DARCY RIBEIRO,NOTURNO,-40.435,-34.35,-37.392,2
2022-2024,1°,FISIOTERAPIA (BACHARELADO),CEILÂNDIA,DIURNO,35.439,66.742,49.756,11
2022-2024,1°,FISIOTERAPIA (BACHARELADO),CEILÂNDIA,DIURNO,22.004,34.87,27.797,8
2022-2024,1°,FISIOTERAPIA (BACHARELADO),CEILÂNDIA,DIURNO,21.525,21.525,21.525,1
2022-2024,1°,FONOAUDIOLOGIA (BACHARELADO),CEILÂNDIA,DIURNO,3.057,51.189,22.112,8
2022-2024,1°,FONOAUDIOLOGIA (BACHARELADO),CEILÂNDIA,DIURNO,0.739,0.739,0.739,1
2022-2024,1°,FÍSICA (BACHARELADO),DARCY RIBEIRO,DIURNO,48.848,163.906,84.731,12
2022-2024,1°,FÍSICA (BACHARELADO),DARCY RIBEIRO,DIURNO,-30.379,35.651,2.287,11
2022-2024,1°,FÍSICA (BACHARELADO),DARCY RIBEIRO,DIURNO,-66.596,-36.215,-51.406,2
2022-2024,1°,GEOFÍSICA (BACHARELADO),DARCY RIBEIRO,DIURNO,-42.883,41.236,1.242,4
2022-2024,1°,GEOGRAFIA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,-81.814,30.578,-34.359,10
2022-2024,1°,GEOLOGIA (BACHARELADO),DARCY RIBEIRO,DIURNO,-61.349,71.897,-1.126,9
2022-2024,1°,GESTÃO AMBIENTAL (BACHARELADO),PLANALTINA,NOTURNO,-39.971,-39.971,-39.971,1
2022-2024,1°,GESTÃO DE AGRONEGÓCIO (BACHARELADO),DARCY RIBEIRO,NOTURNO,-85.768,-32.886,-58.409,3
2022-2024,1°,GESTÃO DE POLÍTICAS PÚBLICAS (BACHARELADO),DARCY RIBEIRO,NOTURNO,-44.94,36.637,-13.507,18
2022-2024,1°,GESTÃO DE POLÍTICAS PÚBLICAS (BACHARELADO),DARCY RIBEIRO,NOTURNO,-67.945,-51.086,-60.587,6
2022-2024,1°,GESTÃO DE POLÍTICAS PÚBLICAS (BACHARELADO),DARCY RIBEIRO,NOTURNO,-85.509,-85.509,-85.509,1
2022-2024,1°,GESTÃO DO AGRONEGÓCIO (BACHARELADO),PLANALTINA,DIURNO,-76.2,-6.311,-41.661,5
2022-2024,1°,HISTÓRIA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,34.129,140.922,68.472,9
2022-2024,1°,HISTÓRIA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,27.512,33.839,30.594,4
2022-2024,1°,HISTÓRIA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,26.142,26.142,26.142,1
2022-2024,1°,HISTÓRIA (LICENCIATURA),DARCY RIBEIRO,NOTURNO,-47.147,33.63,-10.636,14
2022-2024,1°,HISTÓRIA (LICENCIATURA),DARCY RIBEIRO,NOTURNO,-48.927,-48.421,-48.674,2
2022-2024,1°,JORNALISMO (BACHARELADO),DARCY RIBEIRO,DIURNO,-53.249,108.42,7.199,19
2022-2024,1°,JORNALISMO (BACHARELADO),DARCY RIBEIRO,DIURNO,-78.663,85.881,-17.973,7
2022-2024,1°,LICENCIATURA EM ARTES CÊNICAS,DARCY RIBEIRO,DIURNO,-78.889,51.082,-15.912,14
2022-2024,1°,LICENCIATURA EM ARTES CÊNICAS,DARCY RIBEIRO,NOTURNO,-71.458,-30.454,-47.983,4
2022-2024,1°,LICENCIATURA EM CIÊNCIAS BIOLÓGICAS,DARCY RIBEIRO,NOTURNO,-71.592,67.748,-3.354,17
2022-2024,1°,LICENCIATURA EM FÍSICA,DARCY RIBEIRO,NOTURNO,-18.748,64.091,21.174,5
2022-2024,1°,LICENCIATURA EM MATEMÁTICA,DARCY RIBEIRO,NOTURNO,-27.51,49.027,-1.249,3
2022-2024,1°,LICENCIATURA EM QUÍMICA,DARCY RIBEIRO,NOTURNO,-55.479,11.669,-17.368,4
2022-2024,1°,LÍNGUA ESPANHOLA E LITERATURA ESPANHOLA E HISPANO-AMERICANA (LICENCIATURA),DARCY RIBEIRO,NOTURNO,-58.017,-53.389,-55.703,2
2022-2024,1°,LÍNGUA FRANCESA E RESPECTIVA LITERATURA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,-66.315,-57.237,-61.776,2
2022-2024,1°,LÍNGUA INGLESA E RESPECTIVA LITERATURA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,12.131,53.836,26.722,4
2022-2024,1°,LÍNGUA PORTUGUESA E RESPECTIVA LITERATURA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,23.233,70.605,47.959,6
2022-2024,1°,LÍNGUA PORTUGUESA E RESPECTIVA LITERATURA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,8.088,21.582,16.414,3
2022-2024,1°,LÍNGUA PORTUGUESA E RESPECTIVA LITERATURA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,-3.776,8.063,2.144,2
2022-2024,1°,LÍNGUA PORTUGUESA E RESPECTIVA LITERATURA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,-4.089,-4.089,-4.089,1
2022-2024,1°,LÍNGUA PORTUGUESA E RESPECTIVA LITERATURA (LICENCIATURA),DARCY RIBEIRO,NOTURNO,-48.148,-20.068,-33.758,6
2022-2024,1°,MATEMÁTICA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,26.433,98.631,61.827,8
2022-2024,1°,MATEMÁTICA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,21.127,25.814,22.935,3
2022-2024,1°,MATEMÁTICA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,18.046,18.046,18.046,1
2022-2024,1°,MATEMÁTICA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,17.719,17.719,17.719,1
2022-2024,1°,MEDICINA (BACHARELADO),DARCY RIBEIRO,DIURNO,143.832,185.491,175.032,10
2022-2024,1°,MEDICINA (BACHARELADO),DARCY RIBEIRO,DIURNO,174.435,174.435,174.435,1
2022-2024,1°,MEDICINA VETERINÁRIA (BACHARELADO),DARCY RIBEIRO,DIURNO,75.838,91.945,84.859,9
2022-2024,1°,MEDICINA VETERINÁRIA (BACHARELADO),DARCY RIBEIRO,DIURNO,70.027,72.518,71.279,3
2022-2024,1°,MEDICINA VETERINÁRIA (BACHARELADO),DARCY RIBEIRO,DIURNO,66.363,69.873,68.118,2
2022-2024,1°,MUSEOLOGIA (BACHARELADO),DARCY RIBEIRO,DIURNO,-61.582,-45.25,-53.416,2
2022-2024,1°,MÚSICA (LICENCIATURA)*,DARCY RIBEIRO,DIURNO,-21.906,78.393,10.318,4
2022-2024,1°,NUTRIÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,0.0,87.953,64.332,8
2022-2024,1°,NUTRIÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,64.153,65.173,64.663,2
2022-2024,1°,NUTRIÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,58.593,59.101,58.847,2
2022-2024,1°,NUTRIÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,58.199,58.199,58.199,1
2022-2024,1°,ODONTOLOGIA (BACHARELADO),DARCY RIBEIRO,DIURNO,73.669,94.658,80.504,7
2022-2024,1°,ODONTOLOGIA (BACHARELADO),DARCY RIBEIRO,DIURNO,73.525,73.93,73.728,2
2022-2024,1°,ODONTOLOGIA (BACHARELADO),DARCY RIBEIRO,DIURNO,72.814,72.814,72.814,1
2022-2024,1°,PEDAGOGIA (LICENCIATURA),DARCY RIBEIRO,DIURNO,-4.517,59.509,16.7,17
2022-2024,1°,PEDAGOGIA (LICENCIATURA),DARCY RIBEIRO,NOTURNO,-52.667,-4.3,-23.458,13
2022-2024,1°,PEDAGOGIA (LICENCIATURA),DARCY RIBEIRO,DIURNO,-9.983,-5.338,-7.034,4
2022-2024,1°,PEDAGOGIA (LICENCIATURA),DARCY RIBEIRO,NOTURNO,-90.365,-56.689,-75.691,3
2022-2024,1°,PEDAGOGIA (LICENCIATURA),DARCY RIBEIRO,DIURNO,-10.487,-10.487,-10.487,1
2022-2024,1°,PEDAGOGIA (LICENCIATURA),DARCY RIBEIRO,DIURNO,-17.904,-17.904,-17.904,1
2022-2024,1°,PSICOLOGIA (BACHARELADO / LICENCIATURA / PSICÓLOGO),DARCY RIBEIRO,DIURNO,60.739,143.243,110.058,12
2022-2024,1°,PSICOLOGIA (BACHARELADO / LICENCIATURA / PSICÓLOGO),DARCY RIBEIRO,DIURNO,94.728,96.256,95.688,4
2022-2024,1°,QUÍMICA (BACHARELADO),DARCY RIBEIRO,DIURNO,43.159,108.254,65.287,7
2022-2024,1°,QUÍMICA (BACHARELADO),DARCY RIBEIRO,DIURNO,33.936,39.993,37.651,3
2022-2024,1°,QUÍMICA TECNOLÓGICA (BACHARELADO),DARCY RIBEIRO,DIURNO,-69.808,35.421,-29.602,6
2022-2024,1°,RELAÇÕES INTERNACIONAIS (BACHARELADO),DARCY RIBEIRO,DIURNO,82.253,136.622,98.344,11
2022-2024,1°,RELAÇÕES INTERNACIONAIS (BACHARELADO),DARCY RIBEIRO,DIURNO,81.547,81.615,81.581,2
2022-2024,1°,SAÚDE COLETIVA (BACHARELADO),DARCY RIBEIRO,NOTURNO,-88.031,-88.031,-88.031,1
2022-2024,1°,SAÚDE COLETIVA (BACHARELADO),CEILÂNDIA,DIURNO,-90.959,3.222,-47.659,14
2022-2024,1°,SERVIÇO SOCIAL (BACHARELADO),DARCY RIBEIRO,DIURNO,-48.713,19.794,-15.862,15
2022-2024,1°,SERVIÇO SOCIAL (BACHARELADO),DARCY RIBEIRO,NOTURNO,-44.427,-8.061,-26.244,2
2022-2024,1°,SERVIÇO SOCIAL (BACHARELADO),DARCY RIBEIRO,DIURNO,-48.961,-48.961,-48.961,1
2022-2024,1°,"TEORIA, CRÍTICA E HISTÓRIA DA ARTE (BACHARELADO)",DARCY RIBEIRO,NOTURNO,-66.561,73.821,-8.002,7
2022-2024,1°,TERAPIA OCUPACIONAL (BACHARELADO),CEILÂNDIA,DIURNO,-9.814,29.962,9.796,11
2022-2024,1°,TURISMO (BACHARELADO),DARCY RIBEIRO,DIURNO,-113.422,10.951,-52.988,5
2022-2024,2°,ADMINISTRAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,-15.097,-15.007,-15.052,2
2022-2024,2°,ADMINISTRAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,0.137,12.807,4.384,13
2022-2024,2°,ADMINISTRAÇÃO (BACHARELADO),DARCY RIBEIRO,NOTURNO,-86.767,-40.79,-59.424,18
2022-2024,2°,ADMINISTRAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,-9.888,-2.215,-6.693,13
2022-2024,2°,ADMINISTRAÇÃO (BACHARELADO),DARCY RIBEIRO,DIURNO,-13.162,-10.864,-12.252,5
2022-2024,2°,AGRONOMIA (BACHARELADO),DARCY RIBEIRO,DIURNO,-95.148,-49.448,-67.56,25
2022-2024,2°,ARQUITETURA E URBANISMO (BACHARELADO),DARCY RIBEIRO,DIURNO,61.766,61.766,61.766,1
2022-2024,2°,ARQUITETURA E URBANISMO (BACHARELADO),DARCY RIBEIRO,DIURNO,64.82,77.537,73.03,9
2022-2024,2°,ARQUITETURA E URBANISMO (BACHARELADO),DARCY RIBEIRO,NOTURNO,-5.784,15.316,3.758,15
2022-2024,2°,ARQUITETURA E URBANISMO (BACHARELADO),DARCY RIBEIRO,DIURNO,64.107,64.443,64.275,2
2022-2024,2°,ARQUITETURA E URBANISMO (BACHARELADO),DARCY RIBEIRO,NOTURNO,-12.019,-9.513,-10.546,4
2022-2024,2°,ARQUITETURA E URBANISMO (BACHARELADO),DARCY RIBEIRO,DIURNO,62.775,62.775,62.775,1
2022-2024,2°,ARTES CÊNICAS - INTERPRETAÇÃO TEATRAL (BACHARELADO),DARCY RIBEIRO,DIURNO,27.497,29.223,28.36,2
