Trienio,Semestre,Curso,Curso_Limpo,Campus,Turno,Min,Max,Media,N
2020-2022,1º,JORNALISMO (BACHARELADO),JORNALISMO (BACHARELADO),DARCY RIBEIRO,DIURNO,70.953,107.228,83.884,8
2020-2022,1º,LETRAS  PORTUGUES DO BRASIL COMO SEGUNDA LINGUA (LICENCIATURA),LETRAS  PORTUGUES DO BRASIL COMO SEGUNDA LINGUA (LICENCIATURA),DARCY RIBEIRO,DIURNO,-31.119,48.382,-6.663,11
2020-2022,1º,LETRAS  TRADUCAO  FRANCES (BACHARELADO),LETRAS  TRADUCAO  FRANCES (BACHARELADO),DARCY RIBEIRO,DIURNO,-75.823,8.992,-33.415,2
2020-2022,1º,LETRAS  TRADUCAO  INGLES (BACHARELADO),LETRAS  TRADUCAO  INGLES (BACHARELADO),DARCY RIBEIRO,DIURNO,13.43,119.299,47.082,4
2020-2022,1º,LETRAS  TRADUCAO ESPANHOL (BACHARELADO),LETRAS  TRADUCAO ESPANHOL (BACHARELADO),DARCY RIBEIRO,DIURNO,-52.043,-52.043,-52.043,1
2020-2022,1º,LICENCIATURA EM ARTES CENICAS*,LICENCIATURA EM ARTES CENICAS*,DARCY RIBEIRO,DIURNO,-49.27,96.437,7.243,4
2020-2022,1º,LICENCIATURA EM CIENCIAS BIOLOGICAS,LICENCIATURA EM CIENCIAS BIOLOGICAS,DARCY RIBEIRO,DIURNO,-74.053,141.546,1.455,20
2020-2022,1º,LICENCIATURA EM FISICA,LICENCIATURA EM FISICA,DARCY RIBEIRO,DIURNO,-76.547,52.384,-16.757,10
2020-2022,1º,LICENCIATURA EM MATEMATICA,LICENCIATURA EM MATEMATICA,DARCY RIBEIRO,DIURNO,-50.656,1.157,-13.6,4
2020-2022,1º,LICENCIATURA EM QUIMICA,LICENCIATURA EM QUIMICA,DARCY RIBEIRO,DIURNO,0.306,40.6,24.769,6
2020-2022,1º,LINGUA E LITERATURA JAPONESA (LICENCIATURA),LINGUA E LITERATURA JAPONESA (LICENCIATURA),DARCY RIBEIRO,DIURNO,-53.013,-14.325,-33.669,2
2020-2022,1º,LINGUA ESPANHOLA E LITERATURA ESPANHOLA E HISPANO-AMERICANA (LICENCIATURA),LINGUA ESPANHOLA E LITERATURA ESPANHOLA E HISPANO-AMERICANA (LICENCIATURA),DARCY RIBEIRO,DIURNO,-55.904,-27.428,-41.322,3
2020-2022,1º,LINGUA FRANCESA E RESPECTIVA LITERATURA (BACHARELADO/LICENCIATURA),LINGUA FRANCESA E RESPECTIVA LITERATURA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,-46.285,33.075,-13.35,4
2020-2022,1º,LINGUA INGLESA E RESPECTIVA LITERATURA (BACHARELADO/LICENCIATURA),LINGUA INGLESA E RESPECTIVA LITERATURA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,22.431,60.504,36.915,4
2020-2022,1º,LINGUA PORTUGUESA E RESPECTIVA LITERATURA (BACHARELADO/LICENCIATURA),LINGUA PORTUGUESA E RESPECTIVA LITERATURA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,33.307,56.705,47.369,6
2020-2022,1º,LINGUA PORTUGUESA E RESPECTIVA LITERATURA (LICENCIATURA),LINGUA PORTUGUESA E RESPECTIVA LITERATURA (LICENCIATURA),DARCY RIBEIRO,DIURNO,-79.901,19.512,-19.24,6
2020-2022,1º,MATEMATICA (BACHARELADO/LICENCIATURA),MATEMATICA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,11.282,86.792,38.847,12
2020-2022,1º,MEDICINA (BACHARELADO),MEDICINA (BACHARELADO),DARCY RIBEIRO,DIURNO,180.693,209.07,189.092,12
2020-2022,1º,MEDICINA VETERINARIA (BACHARELADO),MEDICINA VETERINARIA (BACHARELADO),DARCY RIBEIRO,DIURNO,59.668,134.95,84.376,12
2020-2022,1º,MUSEOLOGIA (BACHARELADO),MUSEOLOGIA (BACHARELADO),DARCY RIBEIRO,DIURNO,-45.669,38.698,-6.976,5
2020-2022,1º,MUSICA (BACHARELADO)*,MUSICA (BACHARELADO)*,DARCY RIBEIRO,DIURNO,7.205,28.19,17.698,2
2020-2022,1º,MUSICA (LICENCIATURA)*,MUSICA (LICENCIATURA)*,DARCY RIBEIRO,DIURNO,-27.39,-27.39,-27.39,1
2020-2022,1º,NUTRICAO (BACHARELADO),NUTRICAO (BACHARELADO),DARCY RIBEIRO,DIURNO,42.604,91.433,57.616,16
2020-2022,1º,ODONTOLOGIA (BACHARELADO),ODONTOLOGIA (BACHARELADO),DARCY RIBEIRO,DIURNO,74.568,129.466,94.183,13
2020-2022,1º,PEDAGOGIA (LICENCIATURA),PEDAGOGIA (LICENCIATURA),DARCY RIBEIRO,DIURNO,-86.402,56.526,-13.361,34
2020-2022,1º,PSICOLOGIA (BACHARELADO / LICENCIATURA / PSICOLOGO),PSICOLOGIA (BACHARELADO / LICENCIATURA / PSICOLOGO),DARCY RIBEIRO,DIURNO,98.022,176.006,126.687,14
2020-2022,1º,QUIMICA (BACHARELADO),QUIMICA (BACHARELADO),DARCY RIBEIRO,DIURNO,8.535,126.092,48.614,16
2020-2022,1º,QUIMICA TECNOLOGICA (BACHARELADO),QUIMICA TECNOLOGICA (BACHARELADO),DARCY RIBEIRO,DIURNO,-29.361,35.844,5.084,4
2020-2022,1º,RELACOES INTERNACIONAIS (BACHARELADO),RELACOES INTERNACIONAIS (BACHARELADO),DARCY RIBEIRO,DIURNO,90.638,150.831,109.449,14
2020-2022,1º,SAUDE COLETIVA (BACHARELADO),SAUDE COLETIVA (BACHARELADO),DARCY RIBEIRO,DIURNO,-84.455,-10.106,-49.418,19
2020-2022,1º,SERVICO SOCIAL (BACHARELADO),SERVICO SOCIAL (BACHARELADO),DARCY RIBEIRO,DIURNO,-64.852,18.722,-20.647,16
2020-2022,1º,TERAPIA OCUPACIONAL (BACHARELADO),TERAPIA OCUPACIONAL (BACHARELADO),DARCY RIBEIRO,DIURNO,-43.753,51.395,-11.733,21
2020-2022,1º,TURISMO (BACHARELADO),TURISMO (BACHARELADO),DARCY RIBEIRO,DIURNO,-83.422,20.419,-36.05,7
2020-2022,2º,(BACHARELADOS)**,(BACHARELADOS)**,DARCY RIBEIRO,DIURNO,-93.481,27.034,-19.614,203
2020-2022,2º,ADMINISTRACAO (BACHARELADO),ADMINISTRACAO (BACHARELADO),DARCY RIBEIRO,DIURNO,-82.042,18.81,-13.145,38
2020-2022,2º,AGRONOMIA (BACHARELADO),AGRONOMIA (BACHARELADO),DARCY RIBEIRO,DIURNO,-94.881,-39.417,-58.297,25
2020-2022,2º,ARQUITETURA E URBANISMO (BACHARELADO),ARQUITETURA E URBANISMO (BACHARELADO),DARCY RIBEIRO,DIURNO,-13.67,72.578,27.809,34
2020-2022,2º,ARTES VISUAIS (BACHARELADO)*,ARTES VISUAIS (BACHARELADO)*,DARCY RIBEIRO,DIURNO,-42.259,-13.305,-24.468,6
2020-2022,2º,BIOTECNOLOGIA (BACHARELADO),BIOTECNOLOGIA (BACHARELADO),DARCY RIBEIRO,DIURNO,-60.989,20.203,-12.579,18
2020-2022,2º,CIENCIA DA COMPUTACAO (BACHARELADO),CIENCIA DA COMPUTACAO (BACHARELADO),DARCY RIBEIRO,DIURNO,106.916,122.676,115.214,11
2020-2022,2º,CIENCIA POLITICA (BACHARELADO),CIENCIA POLITICA (BACHARELADO),DARCY RIBEIRO,DIURNO,-38.623,38.933,-1.065,35
2020-2022,2º,CIENCIAS BIOLOGICAS (BACHARELADO),CIENCIAS BIOLOGICAS (BACHARELADO),DARCY RIBEIRO,DIURNO,20.722,58.487,39.059,25
2020-2022,2º,CIENCIAS CONTABEIS (BACHARELADO),CIENCIAS CONTABEIS (BACHARELADO),DARCY RIBEIRO,DIURNO,-73.959,-46.184,-58.055,7
2020-2022,2º,CIENCIAS ECONOMICAS (BACHARELADO),CIENCIAS ECONOMICAS (BACHARELADO),DARCY RIBEIRO,DIURNO,44.853,69.962,57.604,18
2020-2022,2º,CIENCIAS SOCIAIS  ANTROPOLOGIA / SOCIOLOGIA (BACHARELADO/LICENCIATURA),CIENCIAS SOCIAIS  ANTROPOLOGIA / SOCIOLOGIA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,-57.698,-37.134,-45.168,4
2020-2022,2º,COMPUTACAO (LICENCIATURA),COMPUTACAO (LICENCIATURA),DARCY RIBEIRO,DIURNO,-82.721,-28.073,-54.638,11
2020-2022,2º,COMUNICACAO ORGANIZACIONAL (BACHARELADO),COMUNICACAO ORGANIZACIONAL (BACHARELADO),DARCY RIBEIRO,DIURNO,-70.654,-55.571,-63.245,3
2020-2022,2º,COMUNICACAO SOCIAL  AUDIOVISUAL (BACHARELADO),COMUNICACAO SOCIAL  AUDIOVISUAL (BACHARELADO),DARCY RIBEIRO,DIURNO,26.192,68.499,48.604,13
2020-2022,2º,COMUNICACAO SOCIAL - PUBLICIDADE E PROPAGANDA (BACHARELADO),COMUNICACAO SOCIAL,DARCY RIBEIRO,DIURNO,46.563,59.184,52.583,5
2020-2022,2º,DESIGN  PROGRAMACAO VISUAL/PROJETO DO PRODUTO (BACHARELADO),DESIGN  PROGRAMACAO VISUAL/PROJETO DO PRODUTO (BACHARELADO),DARCY RIBEIRO,DIURNO,63.264,76.833,71.294,6
2020-2022,2º,DIREITO (BACHARELADO),DIREITO (BACHARELADO),DARCY RIBEIRO,DIURNO,62.825,114.112,88.916,32
2020-2022,2º,EDUCACAO FISICA (BACHARELADO),EDUCACAO FISICA (BACHARELADO),DARCY RIBEIRO,DIURNO,-35.456,3.763,-15.214,31
2020-2022,2º,EDUCACAO FISICA (LICENCIATURA),EDUCACAO FISICA (LICENCIATURA),DARCY RIBEIRO,DIURNO,-111.316,-21.276,-49.427,34
2020-2022,2º,ENFERMAGEM (BACHARELADO),ENFERMAGEM (BACHARELADO),DARCY RIBEIRO,DIURNO,-8.991,42.161,17.0,36
2020-2022,2º,ENGENHARIA CIVIL (BACHARELADO),ENGENHARIA CIVIL (BACHARELADO),DARCY RIBEIRO,DIURNO,-71.516,-32.212,-48.581,5
2020-2022,2º,ENGENHARIA DE COMPUTACAO (BACHARELADO),ENGENHARIA DE COMPUTACAO (BACHARELADO),DARCY RIBEIRO,DIURNO,82.804,110.611,94.54,14
2020-2022,2º,ENGENHARIA DE REDES DE COMUNICACAO (BACHARELADO),ENGENHARIA DE REDES DE COMUNICACAO (BACHARELADO),DARCY RIBEIRO,DIURNO,-89.204,-44.716,-60.696,4
2020-2022,2º,ENGENHARIA ELETRICA (BACHARELADO),ENGENHARIA ELETRICA (BACHARELADO),DARCY RIBEIRO,DIURNO,-55.553,-33.203,-44.378,2
2020-2022,2º,ENGENHARIA MECATRONICA  CONTROLE E AUTOMACAO (BACHARELADO),ENGENHARIA MECATRONICA  CONTROLE E AUTOMACAO (BACHARELADO),DARCY RIBEIRO,DIURNO,-75.709,83.549,17.905,25
2020-2022,2º,ENGENHARIA QUIMICA (BACHARELADO),ENGENHARIA QUIMICA (BACHARELADO),DARCY RIBEIRO,DIURNO,-53.648,-53.648,-53.648,1
2020-2022,2º,FARMACIA (BACHARELADO),FARMACIA (BACHARELADO),DARCY RIBEIRO,DIURNO,-80.875,34.174,-27.107,69
2020-2022,2º,FISICA (BACHARELADO),FISICA (BACHARELADO),DARCY RIBEIRO,DIURNO,-53.241,-27.542,-38.79,6
2020-2022,2º,FISIOTERAPIA (BACHARELADO),FISIOTERAPIA (BACHARELADO),DARCY RIBEIRO,DIURNO,-6.475,10.053,2.646,12
2020-2022,2º,FONOAUDIOLOGIA (BACHARELADO),FONOAUDIOLOGIA (BACHARELADO),DARCY RIBEIRO,DIURNO,-56.29,-7.504,-30.958,25
2020-2022,2º,HISTORIA (BACHARELADO/LICENCIATURA),HISTORIA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,-28.448,29.844,-4.224,30
2020-2022,2º,JORNALISMO (BACHARELADO),JORNALISMO (BACHARELADO),DARCY RIBEIRO,DIURNO,47.361,62.202,54.241,8
2020-2022,2º,LETRAS  PORTUGUES DO BRASIL COMO SEGUNDA LINGUA (LICENCIATURA),LETRAS  PORTUGUES DO BRASIL COMO SEGUNDA LINGUA (LICENCIATURA),DARCY RIBEIRO,DIURNO,-88.753,-64.469,-79.535,3
2020-2022,2º,LETRAS  TRADUCAO  INGLES (BACHARELADO),LETRAS  TRADUCAO  INGLES (BACHARELADO),DARCY RIBEIRO,DIURNO,-27.454,44.769,-5.915,12
2020-2022,2º,LINGUA INGLESA E RESPECTIVA LITERATURA (BACHARELADO/LICENCIATURA),LINGUA INGLESA E RESPECTIVA LITERATURA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,4.875,10.647,7.306,4
2020-2022,2º,LINGUA PORTUGUESA E RESPECTIVA LITERATURA (BACHARELADO/LICENCIATURA),LINGUA PORTUGUESA E RESPECTIVA LITERATURA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,-77.605,24.323,-17.368,24
2020-2022,2º,MATEMATICA (BACHARELADO/LICENCIATURA),MATEMATICA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,-76.155,5.545,-27.915,10
2020-2022,2º,MEDICINA (BACHARELADO),MEDICINA (BACHARELADO),DARCY RIBEIRO,DIURNO,165.968,178.729,171.932,9
2020-2022,2º,MEDICINA VETERINARIA (BACHARELADO),MEDICINA VETERINARIA (BACHARELADO),DARCY RIBEIRO,DIURNO,40.547,59.182,48.663,11
2020-2022,2º,NUTRICAO (BACHARELADO),NUTRICAO (BACHARELADO),DARCY RIBEIRO,DIURNO,16.266,40.98,25.503,21
2020-2022,2º,ODONTOLOGIA (BACHARELADO),ODONTOLOGIA (BACHARELADO),DARCY RIBEIRO,DIURNO,55.399,69.779,61.037,7
2020-2022,2º,PEDAGOGIA (LICENCIATURA),PEDAGOGIA (LICENCIATURA),DARCY RIBEIRO,DIURNO,-97.867,-19.323,-51.721,44
2020-2022,2º,PSICOLOGIA (BACHARELADO / LICENCIATURA / PSICOLOGO),PSICOLOGIA (BACHARELADO / LICENCIATURA / PSICOLOGO),DARCY RIBEIRO,DIURNO,74.239,97.599,85.598,13
2020-2022,2º,QUIMICA (BACHARELADO),QUIMICA (BACHARELADO),DARCY RIBEIRO,DIURNO,-63.045,2.456,-22.067,6
2020-2022,2º,RELACOES INTERNACIONAIS (BACHARELADO),RELACOES INTERNACIONAIS (BACHARELADO),DARCY RIBEIRO,DIURNO,70.989,87.978,79.446,11
2020-2022,2º,SERVICO SOCIAL (BACHARELADO),SERVICO SOCIAL (BACHARELADO),DARCY RIBEIRO,DIURNO,-91.504,-52.562,-64.037,8
2020-2022,2º,TERAPIA OCUPACIONAL (BACHARELADO),TERAPIA OCUPACIONAL (BACHARELADO),DARCY RIBEIRO,DIURNO,-81.042,-49.823,-61.596,12
2019-2021,1º,(BACHARELADOS)**,(BACHARELADOS)**,DARCY RIBEIRO,DIURNO,26.128,175.146,62.315,113
2019-2021,1º,ADMINISTRACAO (BACHARELADO),ADMINISTRACAO (BACHARELADO),DARCY RIBEIRO,DIURNO,-18.153,120.306,31.797,34
2019-2021,1º,AGRONOMIA (BACHARELADO),AGRONOMIA (BACHARELADO),DARCY RIBEIRO,DIURNO,-33.617,49.697,-1.434,31
2019-2021,1º,ARQUITETURA E URBANISMO (BACHARELADO),ARQUITETURA E URBANISMO (BACHARELADO),DARCY RIBEIRO,DIURNO,18.235,137.056,68.898,25
2019-2021,1º,ARQUIVOLOGIA (BACHARELADO),ARQUIVOLOGIA (BACHARELADO),DARCY RIBEIRO,DIURNO,-70.173,-5.298,-29.839,7
2019-2021,1º,ARTES CENICAS  INTERPRETACAO TEATRAL (BACHARELADO)*,ARTES CENICAS  INTERPRETACAO TEATRAL (BACHARELADO)*,DARCY RIBEIRO,DIURNO,22.845,22.845,22.845,1
2019-2021,1º,ARTES VISUAIS (BACHARELADO)*,ARTES VISUAIS (BACHARELADO)*,DARCY RIBEIRO,DIURNO,-68.761,10.926,-15.798,5
2019-2021,1º,BIBLIOTECONOMIA (BACHARELADO),BIBLIOTECONOMIA (BACHARELADO),DARCY RIBEIRO,DIURNO,-80.935,60.65,-21.481,11
2019-2021,1º,BIOTECNOLOGIA (BACHARELADO),BIOTECNOLOGIA (BACHARELADO),DARCY RIBEIRO,DIURNO,71.758,154.249,93.375,18
2019-2021,1º,CIENCIA DA COMPUTACAO (BACHARELADO),CIENCIA DA COMPUTACAO (BACHARELADO),DARCY RIBEIRO,DIURNO,91.104,192.188,122.248,16
2019-2021,1º,CIENCIA POLITICA (BACHARELADO),CIENCIA POLITICA (BACHARELADO),DARCY RIBEIRO,DIURNO,39.954,128.476,58.485,17
2019-2021,1º,CIENCIAS AMBIENTAIS (BACHARELADO),CIENCIAS AMBIENTAIS (BACHARELADO),DARCY RIBEIRO,DIURNO,-63.616,118.331,-13.805,7
2019-2021,1º,CIENCIAS BIOLOGICAS (BACHARELADO),CIENCIAS BIOLOGICAS (BACHARELADO),DARCY RIBEIRO,DIURNO,46.285,143.742,81.635,12
2019-2021,1º,CIENCIAS CONTABEIS (BACHARELADO),CIENCIAS CONTABEIS (BACHARELADO),DARCY RIBEIRO,DIURNO,-77.193,64.385,0.055,45
2019-2021,1º,CIENCIAS ECONOMICAS (BACHARELADO),CIENCIAS ECONOMICAS (BACHARELADO),DARCY RIBEIRO,DIURNO,70.694,175.077,101.586,22
2019-2021,1º,CIENCIAS NATURAIS (LICENCIATURA),CIENCIAS NATURAIS (LICENCIATURA),DARCY RIBEIRO,DIURNO,-76.854,-20.469,-53.997,9
2019-2021,1º,CIENCIAS SOCIAIS  ANTROPOLOGIA / SOCIOLOGIA (BACHARELADO/LICENCIATURA),CIENCIAS SOCIAIS  ANTROPOLOGIA / SOCIOLOGIA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,-15.478,94.463,26.154,30
2019-2021,1º,COMPUTACAO (LICENCIATURA),COMPUTACAO (LICENCIATURA),DARCY RIBEIRO,DIURNO,-61.279,34.167,-16.795,25
2019-2021,1º,COMUNICACAO ORGANIZACIONAL (BACHARELADO),COMUNICACAO ORGANIZACIONAL (BACHARELADO),DARCY RIBEIRO,DIURNO,-47.249,62.26,-2.848,20
2019-2021,1º,COMUNICACAO SOCIAL  AUDIOVISUAL (BACHARELADO),COMUNICACAO SOCIAL  AUDIOVISUAL (BACHARELADO),DARCY RIBEIRO,DIURNO,52.904,116.156,69.906,6
2019-2021,1º,COMUNICACAO SOCIAL  PUBLICIDADE E PROPAGANDA (BACHARELADO),COMUNICACAO SOCIAL  PUBLICIDADE E PROPAGANDA (BACHARELADO),DARCY RIBEIRO,DIURNO,77.921,129.694,95.275,4
2019-2021,1º,DESIGN  PROGRAMACAO VISUAL/PROJETO DO PRODUTO (BACHARELADO),DESIGN  PROGRAMACAO VISUAL/PROJETO DO PRODUTO (BACHARELADO),DARCY RIBEIRO,DIURNO,78.53,98.283,88.703,5
2019-2021,1º,DIREITO (BACHARELADO),DIREITO (BACHARELADO),DARCY RIBEIRO,DIURNO,74.255,155.752,108.034,32
2019-2021,1º,EDUCACAO FISICA (BACHARELADO),EDUCACAO FISICA (BACHARELADO),DARCY RIBEIRO,DIURNO,6.549,45.082,20.412,14
2019-2021,1º,EDUCACAO FISICA (LICENCIATURA),EDUCACAO FISICA (LICENCIATURA),DARCY RIBEIRO,DIURNO,-24.415,46.723,-7.349,15
2019-2021,1º,ENFERMAGEM (BACHARELADO),ENFERMAGEM (BACHARELADO),DARCY RIBEIRO,DIURNO,22.267,104.45,49.64,28
2019-2021,1º,ENGENHARIA AMBIENTAL (BACHARELADO),ENGENHARIA AMBIENTAL (BACHARELADO),DARCY RIBEIRO,DIURNO,-23.316,94.16,35.564,11
2019-2021,1º,ENGENHARIA CIVIL (BACHARELADO),ENGENHARIA CIVIL (BACHARELADO),DARCY RIBEIRO,DIURNO,44.107,155.602,91.615,18
2019-2021,1º,ENGENHARIA DE COMPUTACAO (BACHARELADO),ENGENHARIA DE COMPUTACAO (BACHARELADO),DARCY RIBEIRO,DIURNO,114.818,163.169,132.306,18
2019-2021,1º,ENGENHARIA DE PRODUCAO (BACHARELADO),ENGENHARIA DE PRODUCAO (BACHARELADO),DARCY RIBEIRO,DIURNO,-2.961,131.038,48.062,26
2019-2021,1º,ENGENHARIA DE REDES DE COMUNICACAO (BACHARELADO),ENGENHARIA DE REDES DE COMUNICACAO (BACHARELADO),DARCY RIBEIRO,DIURNO,-20.448,71.841,14.069,17
2019-2021,1º,ENGENHARIA ELETRICA (BACHARELADO),ENGENHARIA ELETRICA (BACHARELADO),DARCY RIBEIRO,DIURNO,34.986,189.172,92.129,28
2019-2021,1º,ENGENHARIA FLORESTAL (BACHARELADO),ENGENHARIA FLORESTAL (BACHARELADO),DARCY RIBEIRO,DIURNO,-71.066,30.842,-14.315,12
2019-2021,1º,ENGENHARIA MECANICA (BACHARELADO),ENGENHARIA MECANICA (BACHARELADO),DARCY RIBEIRO,DIURNO,33.034,128.922,78.415,18
2019-2021,1º,ENGENHARIA MECATRONICA  CONTROLE E AUTOMACAO (BACHARELADO),ENGENHARIA MECATRONICA  CONTROLE E AUTOMACAO (BACHARELADO),DARCY RIBEIRO,DIURNO,51.177,193.348,105.843,28
2019-2021,1º,ENGENHARIA QUIMICA (BACHARELADO),ENGENHARIA QUIMICA (BACHARELADO),DARCY RIBEIRO,DIURNO,31.477,168.79,74.877,23
2019-2021,1º,ESTATISTICA (BACHARELADO),ESTATISTICA (BACHARELADO),DARCY RIBEIRO,DIURNO,-27.848,121.268,39.862,25
2019-2021,1º,FARMACIA (BACHARELADO),FARMACIA (BACHARELADO),DARCY RIBEIRO,DIURNO,-1.66,114.584,38.986,36
2019-2021,1º,FILOSOFIA (BACHARELADO/LICENCIATURA),FILOSOFIA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,-69.896,33.582,-21.334,13
2019-2021,1º,FILOSOFIA (LICENCIATURA),FILOSOFIA (LICENCIATURA),DARCY RIBEIRO,DIURNO,-52.983,-14.057,-35.553,3
2019-2021,1º,FISICA (BACHARELADO),FISICA (BACHARELADO),DARCY RIBEIRO,DIURNO,24.711,138.765,77.499,19
2019-2021,1º,FISIOTERAPIA (BACHARELADO),FISIOTERAPIA (BACHARELADO),DARCY RIBEIRO,DIURNO,19.214,121.109,53.567,17
2019-2021,1º,FONOAUDIOLOGIA (BACHARELADO),FONOAUDIOLOGIA (BACHARELADO),DARCY RIBEIRO,DIURNO,-17.182,11.358,-3.741,7
2019-2021,1º,GEOFISICA (BACHARELADO),GEOFISICA (BACHARELADO),DARCY RIBEIRO,DIURNO,-48.237,8.279,-19.831,4
2019-2021,1º,GEOGRAFIA (BACHARELADO/LICENCIATURA),GEOGRAFIA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,-56.719,44.499,-13.653,18
2019-2021,1º,GEOLOGIA (BACHARELADO),GEOLOGIA (BACHARELADO),DARCY RIBEIRO,DIURNO,-68.729,68.345,13.995,10
2019-2021,1º,GESTAO DE AGRONEGOCIO (BACHARELADO),GESTAO DE AGRONEGOCIO (BACHARELADO),DARCY RIBEIRO,DIURNO,-61.028,11.189,-33.76,7
2019-2021,1º,GESTAO DE POLITICAS PUBLICAS (BACHARELADO),GESTAO DE POLITICAS PUBLICAS (BACHARELADO),DARCY RIBEIRO,DIURNO,-88.856,51.644,-33.695,17
2019-2021,1º,HISTORIA (BACHARELADO/LICENCIATURA),HISTORIA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,31.443,105.499,58.601,14
2019-2021,1º,HISTORIA (LICENCIATURA),HISTORIA (LICENCIATURA),DARCY RIBEIRO,DIURNO,-44.375,24.313,-19.598,9
2019-2021,1º,JORNALISMO (BACHARELADO),JORNALISMO (BACHARELADO),DARCY RIBEIRO,DIURNO,79.756,117.234,96.133,4
2019-2021,1º,LETRAS  PORTUGUES DO BRASIL COMO SEGUNDA LINGUA (LICENCIATURA),LETRAS  PORTUGUES DO BRASIL COMO SEGUNDA LINGUA (LICENCIATURA),DARCY RIBEIRO,DIURNO,-59.81,45.035,-4.199,11
2019-2021,1º,LETRAS  TRADUCAO  FRANCES (BACHARELADO),LETRAS  TRADUCAO  FRANCES (BACHARELADO),DARCY RIBEIRO,DIURNO,-28.614,14.02,-7.297,2
2019-2021,1º,LETRAS  TRADUCAO  INGLES (BACHARELADO),LETRAS  TRADUCAO  INGLES (BACHARELADO),DARCY RIBEIRO,DIURNO,14.876,72.134,30.492,4
2019-2021,1º,LETRAS  TRADUCAO ESPANHOL (BACHARELADO),LETRAS  TRADUCAO ESPANHOL (BACHARELADO),DARCY RIBEIRO,DIURNO,-59.585,-33.753,-46.669,2
2019-2021,1º,LICENCIATURA EM CIENCIAS BIOLOGICAS,LICENCIATURA EM CIENCIAS BIOLOGICAS,DARCY RIBEIRO,DIURNO,-6.634,116.233,22.541,13
2019-2021,1º,LICENCIATURA EM FISICA,LICENCIATURA EM FISICA,DARCY RIBEIRO,DIURNO,-68.138,94.263,22.158,4
2019-2021,1º,LICENCIATURA EM MATEMATICA,LICENCIATURA EM MATEMATICA,DARCY RIBEIRO,DIURNO,-49.204,9.671,-19.356,6
2019-2021,1º,LICENCIATURA EM QUIMICA,LICENCIATURA EM QUIMICA,DARCY RIBEIRO,DIURNO,-32.77,-32.77,-32.77,1
2019-2021,1º,LINGUA E LITERATURA JAPONESA (LICENCIATURA),LINGUA E LITERATURA JAPONESA (LICENCIATURA),DARCY RIBEIRO,DIURNO,-62.925,18.808,-28.978,5
2019-2021,1º,LINGUA ESPANHOLA E LITERATURA ESPANHOLA E HISPANO-AMERICANA (LICENCIATURA),LINGUA ESPANHOLA E LITERATURA ESPANHOLA E HISPANO-AMERICANA (LICENCIATURA),DARCY RIBEIRO,DIURNO,-98.76,13.701,-38.876,5
2019-2021,1º,LINGUA ESTRANGEIRA APLICADA  MULTILINGUISMO E SOCIEDADE DA INFORMACAO (BACHARELADO),LINGUA ESTRANGEIRA APLICADA  MULTILINGUISMO E SOCIEDADE DA INFORMACAO (BACHARELADO),DARCY RIBEIRO,DIURNO,-59.797,50.274,0.933,10
2019-2021,1º,LINGUA FRANCESA E RESPECTIVA LITERATURA (BACHARELADO/LICENCIATURA),LINGUA FRANCESA E RESPECTIVA LITERATURA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,-44.511,28.361,-14.339,4
2019-2021,1º,LINGUA INGLESA E RESPECTIVA LITERATURA (BACHARELADO/LICENCIATURA),LINGUA INGLESA E RESPECTIVA LITERATURA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,21.884,50.645,36.564,6
2019-2021,1º,LINGUA PORTUGUESA E RESPECTIVA LITERATURA (BACHARELADO/LICENCIATURA),LINGUA PORTUGUESA E RESPECTIVA LITERATURA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,9.343,52.962,31.069,10
2019-2021,1º,LINGUA PORTUGUESA E RESPECTIVA LITERATURA (LICENCIATURA),LINGUA PORTUGUESA E RESPECTIVA LITERATURA (LICENCIATURA),DARCY RIBEIRO,DIURNO,-70.531,78.089,-18.923,7
2019-2021,1º,MATEMATICA (BACHARELADO/LICENCIATURA),MATEMATICA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,11.514,91.155,33.786,12
2019-2021,1º,MEDICINA (BACHARELADO),MEDICINA (BACHARELADO),DARCY RIBEIRO,DIURNO,163.498,206.948,178.248,15
